漢字,羅馬字,來源,會用得無
!,!,詞彙分級
!,！,詞彙分級
灇,tsang5,教典詞條
灌,kuan3,教典例句
灌,kuan3,教典詞條
灌,kuan3,詞彙分級
灌水,kuan3-tsui2,教典例句
灌水,kuan3-tsui2,教典詞條
灌注,kuan3-tsu3,教典詞條
灌溉,kuan3-khai3,詞彙分級
灌腸,kuan3-tshiang5,教典詞條
灌腸,kuan3-tshiang5,詞彙分級
灌風,kuan3-hong1,教典例句
灌風,kuan3-hong1,詞彙分級
灌風尪仔,kuan3-hong1-ang1-a2,itaigi
灌食,kuan3-sit8,詞彙分級
灑,sa2,教典詞條
灘,than1,教典詞條
灘,thuann1,教典例句
灘,thuann1,教典詞條
灣,uan1,itaigi
灣,uan1,教典詞條
灣,uan1,詞彙分級
灣,uan5,twisas-語料庫系統
灣,uan5,教典詞條
灣,uan5,詞彙分級
火,he2,教典詞條
火,he2,詞彙分級
火,honn2,教典詞條
火,honn2,詞彙分級
火,hue2,itaigi
火,hue2,twisas-語料庫系統
火,hue2,教典例句
火,hue2,教典詞條
火,hue2,詞彙分級
火交落,hue2-ka1-lauh8,詞彙分級
火光,he2-kng1,教典詞條
火光,hue2-kng1,教典詞條
火光,hue2-kng1,詞彙分級
火力,he2-lik8,教典詞條
火力,hue2-lik8,教典詞條
火加落,hue2-ka1-lauh8,itaigi
火化,hue2-hua1,itaigi
火化,hue2-hua3,教典例句
火喙鴨,hue2-tshui3-ah4,itaigi
火土,he2-thoo2,詞彙分級
火土,hue2-thoo2,詞彙分級
火土仔,he2-thoo2-a2,詞彙分級
火土仔,hue2-thoo2-a2,詞彙分級
火塗仔,he2-thoo5-a2,詞彙分級
火塵,hue2-tin5,詞彙分級
火大,he2-tua7,教典詞條
火大,hue2-tua7,教典例句
火大,hue2-tua7,教典詞條
火夾,he2-ngeh4,教典詞條
火夾,hue2-ngeh4,教典例句
火夾,hue2-ngeh4,教典詞條
火屎,he2-sai2,教典詞條
火屎,hue2-sai2,教典例句
火屎,hue2-sai2,教典詞條
火山,he2-suann1,教典詞條
火山,hue2-suann1,教典例句
火山,hue2-suann1,教典詞條
火山,hue2-suann1,詞彙分級
火山帶上,hue2-suann1-tai3-siong7,詞彙分級
火山群,hue2-suann1-kun5,詞彙分級
火引,he2-in2,教典詞條
火引,hue2-in2,教典詞條
火性猴,hue2-sing3-kau5,itaigi
火恐龍,hue2-khiong2-liong5,itaigi
火把,hue2-pe2,教典例句
火星,he2-tshinn1,教典詞條
火星,hue2-tshenn1,教典例句
火星,hue2-tshenn1,教典詞條
火星,hue2-tshinn1,itaigi
火星文,he2-tshinn1-bun5,itaigi
火星文,hue2-tshenn1-bun5,itaigi
火杜伯,hue2-too7-peh4,itaigi
火杜定,hue2-too7-ting7,itaigi
火氣,he2-khi3,twisas-語料庫系統
火氣,he2-khi3,教典詞條
火氣,hue2-khi3,教典例句
火氣,hue2-khi3,教典詞條
火氣,hue2-khi3,詞彙分級
火油,hue2-iu5,詞彙分級
火源,hue2-guan5,詞彙分級
火災,he2-tsai1,教典詞條
火災,hue2-tsai1,twisas-語料庫系統
火災,hue2-tsai1,教典詞條
火災,hue2-tsai1,詞彙分級
火炎,hue2-iam7,詞彙分級
火炭,he2-thuann3,教典詞條
火炭,hue2-thuann3,twisas-語料庫系統
火炭,hue2-thuann3,教典例句
火炭,hue2-thuann3,教典詞條
火炭,hue2-thuann3,詞彙分級
火炭烌,hue2-thuann3-hu1,itaigi
火烌,he2-hu1,教典詞條
火烌,hue2-hu1,itaigi
火烌,hue2-hu1,教典例句
火烌,hue2-hu1,教典詞條
火烌,hue2-hu1,詞彙分級
火煙,hue2-ian1,教典例句
火熥,he2-thang1,教典詞條
火熥,hue2-thang1,教典詞條
火燒,he2-sio1,教典詞條
火燒,hue2-sio1,教典詞條
火燒,hue2-sio1,詞彙分級
火燒厝,he2-sio1-tshu3,教典詞條
火燒厝,hue2-sio1-tshu3,itaigi
火燒厝,hue2-sio1-tshu3,twisas-語料庫系統
火燒厝,hue2-sio1-tshu3,教典例句
火燒厝,hue2-sio1-tshu3,教典詞條
火燒厝,hue2-sio1-tshu3,詞彙分級
火燒厝喔,hue2-sio1-tshu3-ooh4,twisas-語料庫系統
火燒厝鳥仔,hue2-sio1-tshu3-tsiau2-a2,itaigi
火燒埔,he2-sio1-poo1,教典詞條
火燒埔,hue2-sio1-poo1,教典例句
火燒埔,hue2-sio1-poo1,教典詞條
火燒埔,hue2-sio1-poo1,詞彙分級
火燒山,he2-sio1-suann1,教典詞條
火燒山,hue2-sio1-suann1,itaigi
火燒山,hue2-sio1-suann1,教典例句
火燒山,hue2-sio1-suann1,教典詞條
火燒島,hue2-sio1-to2,itaigi
火燒島,hue2-sio1-to2,詞彙分級
火燒心,hue2-sio1-sim1,itaigi
火燒著,hue2-sio1-tioh8,教典例句
火燒馬,hue2-sio1-be2,itaigi
火燭,hue2-tsik4,詞彙分級
火爐,hue2-loo5,教典例句
火爐,hue2-loo5,詞彙分級
火爐邊,hue2-loo5-pinn1,詞彙分級
火犁仔,hue2-le5-a2,itaigi
火狐,hue2-hoo5,itaigi
火矣,hue2-ah4,twisas-語料庫系統
火石仔,he2-tsioh8-a2,教典詞條
火石仔,hue2-tsioh8-a2,教典詞條
火種,he2-tsing2,教典詞條
火種,hue2-tsing2,教典詞條
火種,hue2-tsing2,詞彙分級
火管,he2-kng2,教典詞條
火管,hue2-kng2,教典詞條
火箭,he2-tsinn3,教典詞條
火箭,hue2-tsinn3,教典詞條
火箭,hue2-tsinn3,詞彙分級
火箭馬,hue2-tsinn3-be2,itaigi
火箸,he2-tu7,教典詞條
火箸,hue2-ti7,教典詞條
火籠,hue2-lang1,itaigi
火籠,hue2-lang1,詞彙分級
火精靈,hue2-tsiann1-ling5,itaigi
火腿,he2-thui2,教典詞條
火腿,hue2-thui2,教典詞條
火舌,he2-tsih8,教典詞條
火舌,hue2-tsih8,教典例句
火舌,hue2-tsih8,教典詞條
火著,hue2-toh8,itaigi
火葬,hue2-tsong3,教典例句
火葬場,hue2-tsong3-tiunn5,詞彙分級
火蕊,hue2-lui2,詞彙分級
火薰,he2-hun1,教典詞條
火薰,hue2-hun1,教典詞條
火藥,he2-ioh8,教典詞條
火藥,hue2-ioh8,教典例句
火藥,hue2-ioh8,教典詞條
火角馬,hue2-kak4-be2,itaigi
火警,he2-king2,教典詞條
火警,hue2-king2,教典詞條
火車,he2-tshia1,教典詞條
火車,he2-tshia1,詞彙分級
火車,hue2-tshia1,itaigi
火車,hue2-tshia1,twisas-語料庫系統
火車,hue2-tshia1,教典例句
火車,hue2-tshia1,教典詞條
火車,hue2-tshia1,詞彙分級
火車內,hue2-tshia1-lai7,詞彙分級
火車母,hue2-tshia1-bo2,詞彙分級
火車站,he2-tshia1-tsam7,教典詞條
火車站,hue2-tshia1-tsam7,教典詞條
火車站,hue2-tshia1-tsam7,詞彙分級
火車路,he2-tshia1-loo7,教典詞條
火車路,hue2-tshia1-loo7,教典詞條
火車路,hue2-tshia1-loo7,詞彙分級
火車頭,hue2-tshia1-thau5,教典例句
火車頭,hue2-tshia1-thau5,詞彙分級
火車頭口,hue2-tshia1-thau5-khau2,詞彙分級
火邊,hue2-pinn1,詞彙分級
火金姑,hue2-kim1-koo1,詞彙分級
火金星,hue2-kim1-tshenn1,詞彙分級
火金蛄,he2-kim1-koo1,教典詞條
火金蛄,hue2-kim1-koo1,教典詞條
火金蛄,hue2-kim1-koo1,詞彙分級
火鉗,he2-khinn5,教典詞條
火鉗,hue2-khinn5,教典例句
火鉗,hue2-khinn5,教典詞條
火鍋,he2-ko1,教典詞條
火鍋,hue2-ko1,教典例句
火鍋,hue2-ko1,教典詞條
火鍋,hue2-ko1,詞彙分級
火鍋王,hue2-ko1-ong5,詞彙分級
火雞,he2-kue1,教典詞條
火雞,hue2-ke1,twisas-語料庫系統
火雞,hue2-ke1,教典詞條
火雞,hue2-ke1,詞彙分級
火雞母,he2-kue1-bo2,教典詞條
火雞母,he2-kue1-bu2,教典詞條
火雞母,hue2-ke1-bo2,itaigi
火雞母,hue2-ke1-bo2,教典詞條
火雞母,hue2-ke1-bu2,教典詞條
火雞母咧,hue2-ke1-bo2-leh4,教典例句
火馬,hue2-be2,itaigi
火鴨龍,hue2-ah4-liong5,itaigi
火鼠,hue2-tshi2,教典詞條
火鼠,hue2-tshu2,教典詞條
火龍囝,hue2-liong5-kiann2,itaigi
火龍在天,hue2-liong5-tsai7-thian1,itaigi
灰,hue1,教典詞條
灰匙仔,hue1-si5-a2,教典詞條
灰指甲,hue1-tsing2-kah4,itaigi
灰灰道,hue1-hue1-to7,詞彙分級
灰窯,hue1-io5,教典詞條
灰質,hue1-tsit4,itaigi
灶,tsau3,itaigi
灶,tsau3,twisas-語料庫系統
灶,tsau3,教典例句
灶,tsau3,教典詞條
灶,tsau3,詞彙分級
灶,tso3,教典詞條
灶台,tsau3-tai5,教典例句
灶神,tsau3-sin5,twisas-語料庫系統
灶跤,tsau3-kha1,itaigi
灶跤,tsau3-kha1,twisas-語料庫系統
灶跤,tsau3-kha1,教典例句
灶跤,tsau3-kha1,教典詞條
灶跤,tsau3-kha1,詞彙分級
灶跤乎,tsau3-kha1-honnh4,twisas-語料庫系統
灶跤內,tsau3-kha1-lai7,詞彙分級
灶跤咧,tsau3-kha1-leh4,twisas-語料庫系統
灶跤咧,tsau3-kha1-leh4,教典例句
灶跤啦,tsau3-kha1-lah4,twisas-語料庫系統
灶跤啦啊,tsau3-kha1-lah4-ah4,twisas-語料庫系統
灶跤的啊,tsau3-kha1-e5-ah4,twisas-語料庫系統
灶跤矣啦,tsau3-kha1-ah4-lah4,twisas-語料庫系統
灶頭,tsau3-thau5,教典詞條
灶頭,tsau3-thau5,詞彙分級
灶額,tsau3-hiah8,itaigi
灸,ku3,教典詞條
災,tsai1,教典詞條
災,tse1,itaigi
災,tse1,教典詞條
災劫,tsai1-kiap4,詞彙分級
災區,tsai1-khu1,教典詞條
災區,tsai1-khu1,詞彙分級
災厄,tsai1-eh4,教典詞條
災厄,tsai1-eh4,詞彙分級
災害,tsai1-hai7,教典詞條
災害,tsai1-hai7,詞彙分級
災情,tsai1-tsing5,教典詞條
災民,tsai1-bin5,教典詞條
災禍,tsai1-e7,教典例句
災禍,tsai1-e7,教典詞條
災禍,tsai1-ho7,教典詞條
災禍,tsai1-ho7,詞彙分級
災難,tsai1-lan7,教典詞條
災難,tsai1-lan7,詞彙分級
炊,tshe1,twisas-語料庫系統
炊,tshe1,教典詞條
炊,tshue1,twisas-語料庫系統
炊,tshue1,教典例句
炊,tshue1,教典詞條
炊,tshue1,詞彙分級
炊床,tshe1-sng5,教典詞條
炊床,tshue1-sng5,教典詞條
炊斗,tshe1-tau2,教典詞條
炊斗,tshue1-tau2,教典詞條
炊粿,tshue1-kue2,教典例句
炊過,tshue1-kue3,詞彙分級
炎,iam7,itaigi
炎,iam7,twisas-語料庫系統
炎,iam7,教典例句
炎,iam7,教典詞條
炎,iam7,詞彙分級
炎天,iam7-thinn1,itaigi
炎天,iam7-thinn1,詞彙分級
炎教,iam7-kau3,詞彙分級
炎火,iam7-hue2,詞彙分級
炎炎,iam7-iam7,詞彙分級
炎熱,iam7-juah8,教典詞條
炎熱,iam7-juah8,詞彙分級
炎熱,iam7-luah8,教典詞條
炒,tsha2,itaigi
炒,tsha2,twisas-語料庫系統
炒,tsha2,教典例句
炒,tsha2,教典詞條
炒,tsha2,詞彙分級
炒,tshau2,教典詞條
炒作,tsha2-tsok4,教典詞條
炒炒咧,tsha2-tsha2-leh4,詞彙分級
炒的,tsha2-e5,詞彙分級
炒米粉,炒-米-粉,詞彙分級
炒肉末,炒-肉-末,詞彙分級
炒菜,tsha2-tshai3,itaigi
炒菜,tsha2-tshai3,詞彙分級
炒辣椒,炒-辣-椒,詞彙分級
炒過,tsha2-kue3,詞彙分級
炒飯,tsha2-png7,詞彙分級
炒飯喔,tsha2-png7-ooh4,twisas-語料庫系統
炒麵,tsha2-mi7,twisas-語料庫系統
炒麵,tsha2-mi7,詞彙分級
炕,khong3,itaigi
炕,khong3,twisas-語料庫系統
炕,khong3,教典例句
炕,khong3,教典詞條
炕,khong3,詞彙分級
炕旱,khong3-uann7,詞彙分級
炕窯,khong3-io5,教典詞條
炕窯,khong3-io5,詞彙分級
炕肉,khong3-bah4,教典例句
炕肉,khong3-bah4,教典詞條
炕肉,khong3-bah4,詞彙分級
炕肉飯,khong3-bah4-png7,教典詞條
炕菜頭,khong3-tshai3-thau5,教典詞條
炙,tsia3,教典詞條
炤,tshio7,教典例句
炤,tshio7,教典詞條
炤,tshio7,詞彙分級
炫,hian7,教典詞條
炭,thuann3,教典詞條
炭,thuann3,詞彙分級
炭埕,thuann3-tiann5,詞彙分級
炭屎,thuann3-sai2,itaigi
炭屎,thuann3-sai2,教典例句
炭屎,thuann3-sai2,教典詞條
炭工,thuann3-kang1,詞彙分級
炭疽,thuann3-tshi1,itaigi
炭礦,thuann3-khong3,教典詞條
炭礦,thuann3-khong3,詞彙分級
炭礦夫,thuann3-khong3-hu1,詞彙分級
炭空,thuann3-khang1,教典例句
炭空,thuann3-khang1,教典詞條
炭空,thuann3-khang1,詞彙分級
炭窯,thuann3-io5,教典詞條
炮,phau3,教典詞條
炮,phau3,詞彙分級
炮仔,phau3-a2,twisas-語料庫系統
炮仔,phau3-a2,教典例句
炮仔,phau3-a2,教典詞條
炮仔,phau3-a2,詞彙分級
炮仔唅,phau3-a2-hannh4,twisas-語料庫系統
炮仔聲,phau3-a2-siann1,詞彙分級
炮台,phau3-tai5,教典例句
炮台,phau3-tai5,教典詞條
炮台,phau3-tai5,詞彙分級
炮彈,phau3-tuann5,教典例句
炮彈,phau3-tuann5,教典詞條
炮彈,phau3-tuann5,詞彙分級
炰,pu5,itaigi
炰,pu5,教典例句
炰,pu5,教典詞條
炰,pu5,詞彙分級
炱,te1,教典詞條
炳,ping2,教典詞條
炸,tsa3,教典詞條
炸,tsa3,詞彙分級
炸,tsiah8,itaigi
炸,tsiah8,教典詞條
炸,tsuann3,itaigi
炸,tsuann3,教典例句
炸,tsuann3,教典詞條
炸彈,tsa3-tan5,教典詞條
炸彈,tsa3-tuann5,twisas-語料庫系統
炸彈,tsa3-tuann5,教典詞條
炸彈,tsa3-tuann5,詞彙分級
炸掉,tsa3-tiau7,詞彙分級
炸油,tsuann3-iu5,教典例句
炸油,tsuann3-iu5,教典詞條
炸矣,tsuann3-ah4,教典例句
炸藥,tsa3-ioh8,教典例句
炸藥,tsa3-ioh8,教典詞條
炸藥,tsa3-ioh8,詞彙分級
為,ui5,itaigi
為,ui5,twisas-語料庫系統
為,ui5,教典例句
為,ui5,教典詞條
為,ui5,詞彙分級
為,ui7,itaigi
為,ui7,twisas-語料庫系統
為,ui7,教典例句
為,ui7,教典詞條
為,ui7,詞彙分級
為主,ui5-tsu2,教典詞條
為主,ui5-tsu2,詞彙分級
為了,ui7-liau2,詞彙分級
為何,ui7-ho5,教典詞條
為何,ui7-ho5,詞彙分級
為啥物,ui7-siann2-mih4,twisas-語料庫系統
為啥物,ui7-siann2-mih4,教典例句
為啥物,ui7-siann2-mih8,twisas-語料庫系統
為啥物,ui7-siann2-mih8,詞彙分級
為國盡忠,ui7-kok4-tsin7-tiong1,詞彙分級
為師,ui5-su1,詞彙分級
為怎樣,ui7-tsann2-iunn7,詞彙分級
為怎樣,ui7-tsuann2-iunn7,詞彙分級
為情,ui5-tsing5,詞彙分級
為文,ui5-bun5,詞彙分級
為止,ui5-tsi2,twisas-語料庫系統
為止,ui5-tsi2,教典詞條
為止,ui5-tsi2,詞彙分級
為界,ui5-kai3,itaigi
為著,ui7-tioh8,itaigi
為著,ui7-tioh8,twisas-語料庫系統
為著,ui7-tioh8,教典例句
為著,ui7-tioh8,詞彙分級
為難,ui5-lan5,twisas-語料庫系統
為難,ui5-lan5,教典例句
為難,ui5-lan5,教典詞條
為難,ui5-lan5,詞彙分級
為難伊,ui5-lan5-i1,教典例句
為非糝做,ui5-hui1-sam2-tso3,詞彙分級
烈,liat8,教典例句
烈,liat8,教典詞條
烈咧,liat8-leh4,教典例句
烈士,liat8-su7,教典例句
烈士,liat8-su7,詞彙分級
烌,hu1,itaigi
烌,hu1,教典詞條
烌,hu1,詞彙分級
烌去,hu1-khi3,教典例句
烌烌去矣,hu1-hu1-khi3-ah4,教典例句
烏,oo1,itaigi
烏,oo1,twisas-語料庫系統
烏,oo1,教典例句
烏,oo1,教典詞條
烏,oo1,詞彙分級
烏,u1,教典詞條
烏lin3lin3,oo1-lin3-lin3,詞彙分級
烏ma3ma3,oo1-ma3-ma3,詞彙分級
烏㽎㽎,oo1-sim3-sim3,教典例句
烏㽎㽎,oo1-sim3-sim3,教典詞條
烏㽎㽎,oo1-sim3-sim3,詞彙分級
烏人,oo1-lang5,教典例句
烏人,oo1-lang5,教典詞條
烏人,oo1-lang5,詞彙分級
烏人咧,oo1-lang5-leh4,教典例句
烏仁,oo1-jin5,itaigi
烏仁,oo1-jin5,教典例句
烏仁,oo1-jin5,教典詞條
烏仁,oo1-jin5,詞彙分級
烏仁,oo1-lin5,教典詞條
烏仁目鏡,oo1-jin5-bak8-kiann3,教典詞條
烏仁目鏡,oo1-lin5-bak8-kiann3,教典詞條
烏仔目草,oo1-a2-bak8-tshau2,itaigi
烏仔魚,oo1-a2-hi5,itaigi
烏仔魚,oo1-a2-hi5,教典例句
烏仔魚,oo1-a2-hi5,教典詞條
烏來,u1-lai1,twisas-語料庫系統
烏來,u1-lai1,詞彙分級
烏來啊,u1-lai1-ah4,twisas-語料庫系統
烏來矣,u1-lai1-ah4,twisas-語料庫系統
烏傀儡仔,oo1-ka1-le2-a2,教典例句
烏函,oo1-ham5,詞彙分級
烏去,oo1-khi3,教典例句
烏去,oo1-khi3,詞彙分級
烏名單,oo1-mia5-tuann1,教典例句
烏名單,oo1-mia5-tuann1,教典詞條
烏喙,oo1-tshui3,itaigi
烏喙筆仔,oo1-tshui3-pit4-a2,教典詞條
烏嘛嘛,oo1-ma3-ma3,itaigi
烏坵,oo1-khu1,詞彙分級
烏塗,oo1-thoo5,itaigi
烏塗,oo1-thoo5,教典例句
烏塗,oo1-thoo5,教典詞條
烏塗,oo1-thoo5,詞彙分級
烏塗仔糜,oo1-thoo5-a2-mue5,itaigi
烏墨,oo1-bak8,教典例句
烏墨,oo1-bak8,教典詞條
烏墨,oo1-bak8,詞彙分級
烏壘烏,oo1-lui2-oo1,itaigi
烏夜,oo1-ia7,詞彙分級
烏天暗地,oo1-thinn1-am3-te7,教典例句
烏天暗地,oo1-thinn1-am3-te7,教典詞條
烏天暗地,oo1-thinn1-am3-te7,詞彙分級
烏天暗地,oo1-thinn1-am3-tue7,教典詞條
烏子仔菜,oo1-tsi2-a2-tshai3,詞彙分級
烏寒,oo1-kuann5,教典例句
烏寒,oo1-kuann5,詞彙分級
烏尼道法,oo1-ni5-to7-huat4,詞彙分級
烏屎,oo1-sai2,itaigi
烏山,oo1-suann1,itaigi
烏山頭,oo1-suann1-thau5,詞彙分級
烏山頭水庫,oo1-suann1-thau5-tsui2-khoo3,詞彙分級
烏岩角,oo1-giam5-kak4,詞彙分級
烏市,oo1-tshi7,教典詞條
烏幫,oo1-pang1,教典例句
烏影,oo1-iann2,教典例句
烏影,oo1-iann2,教典詞條
烏影,oo1-iann2,詞彙分級
烏心石,oo1-sim1-tsioh8,教典詞條
烏心石,oo1-sim1-tsioh8,詞彙分級
烏心肝,oo1-sim1-kuann1,教典例句
烏心肝,oo1-sim1-kuann1,教典詞條
烏手,oo1-tshiu2,教典例句
烏手,oo1-tshiu2,教典詞條
烏手,oo1-tshiu2,詞彙分級
烏斑,oo1-pan1,教典詞條
烏斑,oo1-pan1,詞彙分級
烏日鄉,oo1-jit8-hiong1,詞彙分級
烏暗,oo1-am3,itaigi
烏暗,oo1-am3,教典例句
烏暗,oo1-am3,教典詞條
烏暗,oo1-am3,詞彙分級
烏暗天,oo1-am3-thinn1,詞彙分級
烏暗暗,oo1-am3-am3,詞彙分級
烏暗的,oo1-am3-e5,itaigi
烏暗眩,oo1-am3-hin5,itaigi
烏暗眩,oo1-am3-hin5,教典例句
烏暗眩,oo1-am3-hin5,教典詞條
烏暗眩,oo1-am3-hin5,詞彙分級
烏暗矣,oo1-am3-ah4,教典例句
烏有,oo1-iu2,itaigi
烏有,oo1-iu2,教典詞條
烏有,oo1-iu2,詞彙分級
烏有去矣,oo1-iu2-khi3-ah4,教典例句
烏有去矣,oo1-iu2-khi3-ah4,詞彙分級
烏李仔菜,oo1-li2-a2-tshai3,itaigi
烏杙仔,oo1-khit8-a2,詞彙分級
烏枋,oo1-pang1,教典例句
烏枋,oo1-pang1,教典詞條
烏枋,oo1-pang1,詞彙分級
烏枋拭仔,oo1-pang1-tshit4-a2,教典詞條
烏枋樹,oo1-pang1-tshiu7,詞彙分級
烏枝,oo1-ki1,詞彙分級
烏格仔,oo1-keh4-a2,教典詞條
烏梅,oo1-mue5,教典例句
烏梅仔酒,oo1-m5-a2-tsiu2,教典詞條
烏梅仔酒,oo1-muai5-a2-tsiu2,教典詞條
烏梅仔酒,oo1-mue5-a2-tsiu2,教典詞條
烏棗,oo1-tso2,教典詞條
烏檀,oo1-tuann5,教典例句
烏櫳櫳,oo1-lang1-lang1,詞彙分級
烏殕烏殕,oo1-phu2-oo1-phu2,詞彙分級
烏毒肚,oo1-tok8-too7,詞彙分級
烏毛,oo1-mng1,教典詞條
烏毛,oo1-moo1,教典詞條
烏水溝,oo1-tsui2-kau1,詞彙分級
烏汁汁,oo1-tsiap4-tsiap4,教典例句
烏油,oo1-iu5,教典例句
烏油,oo1-iu5,教典詞條
烏洞,oo1-tong7,詞彙分級
烏溜溜,oo1-liu1-liu1,詞彙分級
烏滓血,oo1-lai2-hueh4,教典詞條
烏滓血,oo1-lai2-huih4,教典詞條
烏漉肚,oo1-lok4-too7,教典例句
烏漉肚,oo1-lok4-too7,教典詞條
烏漉肚,oo1-lok8-too7,教典詞條
烏漚,oo1-au2,教典例句
烏漚,oo1-au2,教典詞條
烏漚去矣,oo1-au2-khi3-ah4,教典例句
烏烏,oo1-oo1,twisas-語料庫系統
烏烏,oo1-oo1,教典例句
烏烏,oo1-oo1,詞彙分級
烏烏暗暗,oo1-oo1-am3-am3,詞彙分級
烏焦瘦,oo1-ta1-san2,教典例句
烏焦瘦,oo1-ta1-san2,教典詞條
烏焦瘦,oo1-ta1-san2,詞彙分級
烏焦蛇,oo1-ta1-tsua5,itaigi
烏煙,oo1-ian1,教典詞條
烏煙,oo1-ian1,詞彙分級
烏煙黗,oo1-ian1-thun5,教典例句
烏煙黗,oo1-ian1-thun5,教典詞條
烏熊,oo1-him5,詞彙分級
烏燕仔,oo1-inn3-a2,詞彙分級
烏片,oo1-phinn3,itaigi
烏狗,oo1-kau2,itaigi
烏狗,oo1-kau2,教典例句
烏狗,oo1-kau2,教典詞條
烏狗,oo1-kau2,詞彙分級
烏狗兄,oo1-kau2-hiann1,教典詞條
烏狗兄,oo1-kau2-hiann1,詞彙分級
烏獄,oo1-gak8,詞彙分級
烏璇石,oo1-suan7-tsioh8,教典詞條
烏甕串,oo1-ang3-tshng3,教典詞條
烏甜仔,oo1-tinn1-a2,詞彙分級
烏甜仔烏甜,oo1-tinn1-a2-oo1-tinn1,詞彙分級
烏甜仔菜,oo1-tinn1-a2-tshai3,教典詞條
烏甜仔菜,oo1-tinn1-a2-tshai3,詞彙分級
烏田,oo1-tian5,詞彙分級
烏痣,oo1-ki3,教典例句
烏痣,oo1-ki3,教典詞條
烏白,oo1-peh8,itaigi
烏白,oo1-peh8,twisas-語料庫系統
烏白,oo1-peh8,教典例句
烏白,oo1-peh8,教典詞條
烏白,oo1-peh8,詞彙分級
烏白來,oo1-peh8-lai5,教典例句
烏白來,oo1-peh8-lai5,教典詞條
烏白來,oo1-peh8-lai5,詞彙分級
烏白啦,oo1-peh8-lah4,教典例句
烏白炸,oo1-peh8-tsuann3,itaigi
烏白舞,oo1-peh8-bu2,教典例句
烏白講,oo1-peh8-kong2,itaigi
烏白講,oo1-peh8-kong2,twisas-語料庫系統
烏白講,oo1-peh8-kong2,詞彙分級
烏白講啦啊,oo1-peh8-kong2-lah4-ah4,twisas-語料庫系統
烏的,oo1-e5,twisas-語料庫系統
烏的,oo1-e5,教典例句
烏的,oo1-e5,詞彙分級
烏皮,oo1-phue5,詞彙分級
烏真珠,oo1-tsin1-tsu1,教典詞條
烏矣,oo1-ah4,教典例句
烏石,oo1-tsioh8,詞彙分級
烏石港,oo1-tsioh8-kang2,詞彙分級
烏矸仔,oo1-kan1-a2,itaigi
烏矸仔,oo1-kan1-a2,教典例句
烏矸仔,oo1-kan1-a2,詞彙分級
烏社會,oo1-sia7-hue7,詞彙分級
烏笛仔,oo1-tat8-a2,itaigi
烏笛仔,oo1-tat8-a2,教典詞條
烏糖,oo1-thng5,教典例句
烏糖,oo1-thng5,教典詞條
烏糖,oo1-thng5,詞彙分級
烏糖粿,oo1-thng5-ke2,教典詞條
烏糖粿,oo1-thng5-kue2,教典詞條
烏紅,oo1-ang5,詞彙分級
烏紫色,oo1-tsi2-sik4,詞彙分級
烏耳鰻,oo1-hi7-mua5,教典詞條
烏耳鰻,oo1-hinn7-mua5,教典詞條
烏肉,oo1-bah4,twisas-語料庫系統
烏肉,oo1-bah4,教典例句
烏肉的,oo1-bah4-e5,twisas-語料庫系統
烏肚䆀,oo1-too2-bai2,itaigi
烏色,oo1-sik4,教典詞條
烏色,oo1-sik4,詞彙分級
烏色的,oo1-sik4-e5,twisas-語料庫系統
烏色的,oo1-sik4-e5,教典例句
烏色的,oo1-sik4-e5,詞彙分級
烏蚋仔,oo1-sui5-a2,itaigi
烏蚋仔蠓,oo1-sui5-a2-bang2,itaigi
烏蛆,oo1-tshi1,itaigi
烏蜍仔,oo1-su5-a2,itaigi
烏蝛,oo1-bui1,教典詞條
烏蝛仔,oo1-bui1-a2,itaigi
烏衣,oo1-i1,詞彙分級
烏西,oo1-se1,教典例句
烏西,oo1-se1,教典詞條
烏西,oo1-se1,詞彙分級
烏豆,oo1-tau7,教典詞條
烏豆豉仔,oo1-tau7-sinn7-a2,詞彙分級
烏豆雞仔囝,oo1-tau7-ke1-a2-kiann2,詞彙分級
烏豬,oo1-ti1,itaigi
烏貓,oo1-niau1,itaigi
烏貓,oo1-niau1,教典例句
烏貓,oo1-niau1,教典詞條
烏貓,oo1-niau1,詞彙分級
烏貓仔母,oo1-niau1-a2-bu2,itaigi
烏貓姊仔,oo1-niau1-tse2-a2,教典詞條
烏貓姊仔,oo1-niau1-tsi2-a2,教典詞條
烏貓姐仔,oo1-niau1-tsi2-a2,itaigi
烏趖趖,oo1-so5-so5,twisas-語料庫系統
烏趖趖,oo1-so5-so5,教典例句
烏趖趖,oo1-so5-so5,教典詞條
烏趖趖,oo1-so5-so5,詞彙分級
烏跤,oo1-kha1,itaigi
烏輪,oo1-lian2,詞彙分級
烏道,oo1-to7,教典例句
烏道,oo1-to7,教典詞條
